image_name,image_path,true_scene_label,thesis_class,predicted_label,confidence,top5_predictions,semantically_aligned
Places365_val_00001643.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001643.jpg,house,building,worm fence,0.2532,"[{""rank"": 1, ""label"": ""worm fence"", ""confidence"": 0.2532}, {""rank"": 2, ""label"": ""mobile home"", ""confidence"": 0.1612}, {""rank"": 3, ""label"": ""boathouse"", ""confidence"": 0.0403}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0378}, {""rank"": 5, ""label"": ""barn"", ""confidence"": 0.0345}]",True
Places365_val_00001890.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001890.jpg,skyscraper,building,airship,0.0768,"[{""rank"": 1, ""label"": ""airship"", ""confidence"": 0.0768}, {""rank"": 2, ""label"": ""cinema"", ""confidence"": 0.0767}, {""rank"": 3, ""label"": ""limousine"", ""confidence"": 0.0712}, {""rank"": 4, ""label"": ""fireboat"", ""confidence"": 0.0697}, {""rank"": 5, ""label"": ""pier"", ""confidence"": 0.032}]",True
Places365_val_00002081.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002081.jpg,skyscraper,building,bell cote,0.2336,"[{""rank"": 1, ""label"": ""bell cote"", ""confidence"": 0.2336}, {""rank"": 2, ""label"": ""obelisk"", ""confidence"": 0.1783}, {""rank"": 3, ""label"": ""triumphal arch"", ""confidence"": 0.1259}, {""rank"": 4, ""label"": ""steel arch bridge"", ""confidence"": 0.1169}, {""rank"": 5, ""label"": ""church"", ""confidence"": 0.0539}]",True
Places365_val_00002130.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002130.jpg,house,building,restaurant,0.2928,"[{""rank"": 1, ""label"": ""restaurant"", ""confidence"": 0.2928}, {""rank"": 2, ""label"": ""tobacco shop"", ""confidence"": 0.1151}, {""rank"": 3, ""label"": ""cinema"", ""confidence"": 0.0854}, {""rank"": 4, ""label"": ""trolleybus"", ""confidence"": 0.0813}, {""rank"": 5, ""label"": ""barbershop"", ""confidence"": 0.044}]",True
Places365_val_00002255.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002255.jpg,house,building,prison,0.3613,"[{""rank"": 1, ""label"": ""prison"", ""confidence"": 0.3613}, {""rank"": 2, ""label"": ""mobile home"", ""confidence"": 0.1199}, {""rank"": 3, ""label"": ""church"", ""confidence"": 0.0649}, {""rank"": 4, ""label"": ""monastery"", ""confidence"": 0.0623}, {""rank"": 5, ""label"": ""flagpole"", ""confidence"": 0.0458}]",True
Places365_val_00002379.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002379.jpg,house,building,boathouse,0.3224,"[{""rank"": 1, ""label"": ""boathouse"", ""confidence"": 0.3224}, {""rank"": 2, ""label"": ""thatch"", ""confidence"": 0.2626}, {""rank"": 3, ""label"": ""mobile home"", ""confidence"": 0.147}, {""rank"": 4, ""label"": ""barn"", ""confidence"": 0.0281}, {""rank"": 5, ""label"": ""worm fence"", ""confidence"": 0.0258}]",True
Places365_val_00002456.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002456.jpg,skyscraper,building,solar dish,0.3994,"[{""rank"": 1, ""label"": ""solar dish"", ""confidence"": 0.3994}, {""rank"": 2, ""label"": ""flagpole"", ""confidence"": 0.1636}, {""rank"": 3, ""label"": ""bell cote"", ""confidence"": 0.037}, {""rank"": 4, ""label"": ""pier"", ""confidence"": 0.0348}, {""rank"": 5, ""label"": ""suspension bridge"", ""confidence"": 0.0246}]",True
Places365_val_00002543.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002543.jpg,house,building,picket fence,0.8721,"[{""rank"": 1, ""label"": ""picket fence"", ""confidence"": 0.8721}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.0621}, {""rank"": 3, ""label"": ""patio"", ""confidence"": 0.0198}, {""rank"": 4, ""label"": ""mobile home"", ""confidence"": 0.012}, {""rank"": 5, ""label"": ""prison"", ""confidence"": 0.0077}]",True
Places365_val_00002612.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002612.jpg,skyscraper,building,dome,0.2834,"[{""rank"": 1, ""label"": ""dome"", ""confidence"": 0.2834}, {""rank"": 2, ""label"": ""planetarium"", ""confidence"": 0.1307}, {""rank"": 3, ""label"": ""solar dish"", ""confidence"": 0.0925}, {""rank"": 4, ""label"": ""steel arch bridge"", ""confidence"": 0.0835}, {""rank"": 5, ""label"": ""bell cote"", ""confidence"": 0.0391}]",True
Places365_val_00003060.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003060.jpg,skyscraper,building,steel arch bridge,0.2251,"[{""rank"": 1, ""label"": ""steel arch bridge"", ""confidence"": 0.2251}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.107}, {""rank"": 3, ""label"": ""flagpole"", ""confidence"": 0.107}, {""rank"": 4, ""label"": ""window screen"", ""confidence"": 0.0634}, {""rank"": 5, ""label"": ""fireboat"", ""confidence"": 0.0448}]",True
Places365_val_00003142.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003142.jpg,skyscraper,building,obelisk,0.4158,"[{""rank"": 1, ""label"": ""obelisk"", ""confidence"": 0.4158}, {""rank"": 2, ""label"": ""trimaran"", ""confidence"": 0.1552}, {""rank"": 3, ""label"": ""fireboat"", ""confidence"": 0.0818}, {""rank"": 4, ""label"": ""pier"", ""confidence"": 0.0524}, {""rank"": 5, ""label"": ""beacon"", ""confidence"": 0.0299}]",True
Places365_val_00003669.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003669.jpg,house,building,boathouse,0.3284,"[{""rank"": 1, ""label"": ""boathouse"", ""confidence"": 0.3284}, {""rank"": 2, ""label"": ""mobile home"", ""confidence"": 0.2197}, {""rank"": 3, ""label"": ""picket fence"", ""confidence"": 0.1227}, {""rank"": 4, ""label"": ""worm fence"", ""confidence"": 0.0976}, {""rank"": 5, ""label"": ""thatch"", ""confidence"": 0.0385}]",True
Places365_val_00003918.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003918.jpg,skyscraper,building,monastery,0.2401,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.2401}, {""rank"": 2, ""label"": ""altar"", ""confidence"": 0.147}, {""rank"": 3, ""label"": ""dome"", ""confidence"": 0.1134}, {""rank"": 4, ""label"": ""palace"", ""confidence"": 0.0854}, {""rank"": 5, ""label"": ""jigsaw puzzle"", ""confidence"": 0.075}]",True
Places365_val_00004243.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004243.jpg,house,building,prison,0.1019,"[{""rank"": 1, ""label"": ""prison"", ""confidence"": 0.1019}, {""rank"": 2, ""label"": ""monastery"", ""confidence"": 0.0789}, {""rank"": 3, ""label"": ""solar dish"", ""confidence"": 0.0698}, {""rank"": 4, ""label"": ""flagpole"", ""confidence"": 0.049}, {""rank"": 5, ""label"": ""cinema"", ""confidence"": 0.043}]",True
Places365_val_00004422.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004422.jpg,house,building,mobile home,0.9009,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.9009}, {""rank"": 2, ""label"": ""patio"", ""confidence"": 0.0722}, {""rank"": 3, ""label"": ""window screen"", ""confidence"": 0.0053}, {""rank"": 4, ""label"": ""window shade"", ""confidence"": 0.0034}, {""rank"": 5, ""label"": ""sliding door"", ""confidence"": 0.0032}]",True
Places365_val_00004766.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004766.jpg,house,building,prison,0.6525,"[{""rank"": 1, ""label"": ""prison"", ""confidence"": 0.6525}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.1029}, {""rank"": 3, ""label"": ""castle"", ""confidence"": 0.084}, {""rank"": 4, ""label"": ""barn"", ""confidence"": 0.0367}, {""rank"": 5, ""label"": ""church"", ""confidence"": 0.0294}]",True
Places365_val_00004818.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004818.jpg,house,building,boathouse,0.4384,"[{""rank"": 1, ""label"": ""boathouse"", ""confidence"": 0.4384}, {""rank"": 2, ""label"": ""mobile home"", ""confidence"": 0.2824}, {""rank"": 3, ""label"": ""patio"", ""confidence"": 0.0379}, {""rank"": 4, ""label"": ""restaurant"", ""confidence"": 0.0266}, {""rank"": 5, ""label"": ""lakeside"", ""confidence"": 0.0212}]",True
Places365_val_00004954.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004954.jpg,skyscraper,building,solar dish,0.4897,"[{""rank"": 1, ""label"": ""solar dish"", ""confidence"": 0.4897}, {""rank"": 2, ""label"": ""flagpole"", ""confidence"": 0.0961}, {""rank"": 3, ""label"": ""tile roof"", ""confidence"": 0.0672}, {""rank"": 4, ""label"": ""planetarium"", ""confidence"": 0.0337}, {""rank"": 5, ""label"": ""church"", ""confidence"": 0.0335}]",True
Places365_val_00005120.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005120.jpg,house,building,mosque,0.2246,"[{""rank"": 1, ""label"": ""mosque"", ""confidence"": 0.2246}, {""rank"": 2, ""label"": ""monastery"", ""confidence"": 0.1076}, {""rank"": 3, ""label"": ""palace"", ""confidence"": 0.1046}, {""rank"": 4, ""label"": ""beacon"", ""confidence"": 0.097}, {""rank"": 5, ""label"": ""lakeside"", ""confidence"": 0.047}]",True
Places365_val_00005259.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005259.jpg,skyscraper,building,airship,0.0908,"[{""rank"": 1, ""label"": ""airship"", ""confidence"": 0.0908}, {""rank"": 2, ""label"": ""palace"", ""confidence"": 0.0756}, {""rank"": 3, ""label"": ""lakeside"", ""confidence"": 0.0756}, {""rank"": 4, ""label"": ""submarine"", ""confidence"": 0.0503}, {""rank"": 5, ""label"": ""mosque"", ""confidence"": 0.0417}]",True
Places365_val_00005858.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005858.jpg,house,building,mobile home,0.1491,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.1491}, {""rank"": 2, ""label"": ""planetarium"", ""confidence"": 0.1411}, {""rank"": 3, ""label"": ""palace"", ""confidence"": 0.0863}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0835}, {""rank"": 5, ""label"": ""boathouse"", ""confidence"": 0.0699}]",True
Places365_val_00005953.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005953.jpg,skyscraper,building,organ,0.1389,"[{""rank"": 1, ""label"": ""organ"", ""confidence"": 0.1389}, {""rank"": 2, ""label"": ""solar dish"", ""confidence"": 0.1292}, {""rank"": 3, ""label"": ""bell cote"", ""confidence"": 0.0781}, {""rank"": 4, ""label"": ""flagpole"", ""confidence"": 0.0745}, {""rank"": 5, ""label"": ""cinema"", ""confidence"": 0.0439}]",True
Places365_val_00005976.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005976.jpg,skyscraper,building,castle,0.6133,"[{""rank"": 1, ""label"": ""castle"", ""confidence"": 0.6133}, {""rank"": 2, ""label"": ""cliff"", ""confidence"": 0.064}, {""rank"": 3, ""label"": ""seashore"", ""confidence"": 0.0588}, {""rank"": 4, ""label"": ""palace"", ""confidence"": 0.0587}, {""rank"": 5, ""label"": ""monastery"", ""confidence"": 0.0196}]",True
Places365_val_00006184.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006184.jpg,house,building,monastery,0.4855,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.4855}, {""rank"": 2, ""label"": ""castle"", ""confidence"": 0.2673}, {""rank"": 3, ""label"": ""prison"", ""confidence"": 0.1498}, {""rank"": 4, ""label"": ""church"", ""confidence"": 0.0311}, {""rank"": 5, ""label"": ""palace"", ""confidence"": 0.0145}]",True
Places365_val_00006205.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006205.jpg,house,building,cinema,0.0854,"[{""rank"": 1, ""label"": ""cinema"", ""confidence"": 0.0854}, {""rank"": 2, ""label"": ""prison"", ""confidence"": 0.0846}, {""rank"": 3, ""label"": ""monastery"", ""confidence"": 0.0845}, {""rank"": 4, ""label"": ""crate"", ""confidence"": 0.0674}, {""rank"": 5, ""label"": ""moving van"", ""confidence"": 0.0665}]",True
Places365_val_00006220.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006220.jpg,skyscraper,building,planetarium,0.265,"[{""rank"": 1, ""label"": ""planetarium"", ""confidence"": 0.265}, {""rank"": 2, ""label"": ""radio telescope"", ""confidence"": 0.147}, {""rank"": 3, ""label"": ""coil"", ""confidence"": 0.1088}, {""rank"": 4, ""label"": ""rain barrel"", ""confidence"": 0.055}, {""rank"": 5, ""label"": ""dome"", ""confidence"": 0.049}]",True
Places365_val_00006240.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006240.jpg,skyscraper,building,greenhouse,0.1842,"[{""rank"": 1, ""label"": ""greenhouse"", ""confidence"": 0.1842}, {""rank"": 2, ""label"": ""dome"", ""confidence"": 0.127}, {""rank"": 3, ""label"": ""bell cote"", ""confidence"": 0.0641}, {""rank"": 4, ""label"": ""marimba"", ""confidence"": 0.0609}, {""rank"": 5, ""label"": ""church"", ""confidence"": 0.0488}]",True
Places365_val_00006287.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006287.jpg,house,building,monastery,0.2372,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.2372}, {""rank"": 2, ""label"": ""castle"", ""confidence"": 0.1923}, {""rank"": 3, ""label"": ""church"", ""confidence"": 0.1126}, {""rank"": 4, ""label"": ""barn"", ""confidence"": 0.0521}, {""rank"": 5, ""label"": ""worm fence"", ""confidence"": 0.0517}]",True
Places365_val_00006394.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006394.jpg,house,building,church,0.2008,"[{""rank"": 1, ""label"": ""church"", ""confidence"": 0.2008}, {""rank"": 2, ""label"": ""barn"", ""confidence"": 0.1597}, {""rank"": 3, ""label"": ""bell cote"", ""confidence"": 0.1117}, {""rank"": 4, ""label"": ""monastery"", ""confidence"": 0.1008}, {""rank"": 5, ""label"": ""boathouse"", ""confidence"": 0.0566}]",True
Places365_val_00006504.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006504.jpg,house,building,picket fence,0.7703,"[{""rank"": 1, ""label"": ""picket fence"", ""confidence"": 0.7703}, {""rank"": 2, ""label"": ""mobile home"", ""confidence"": 0.2209}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0023}, {""rank"": 4, ""label"": ""patio"", ""confidence"": 0.0017}, {""rank"": 5, ""label"": ""bannister"", ""confidence"": 0.0006}]",True
Places365_val_00006708.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006708.jpg,skyscraper,building,bell cote,0.1944,"[{""rank"": 1, ""label"": ""bell cote"", ""confidence"": 0.1944}, {""rank"": 2, ""label"": ""traffic light"", ""confidence"": 0.0833}, {""rank"": 3, ""label"": ""turnstile"", ""confidence"": 0.0691}, {""rank"": 4, ""label"": ""flagpole"", ""confidence"": 0.0541}, {""rank"": 5, ""label"": ""palace"", ""confidence"": 0.0478}]",True
Places365_val_00007006.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007006.jpg,house,building,church,0.6499,"[{""rank"": 1, ""label"": ""church"", ""confidence"": 0.6499}, {""rank"": 2, ""label"": ""bell cote"", ""confidence"": 0.1476}, {""rank"": 3, ""label"": ""monastery"", ""confidence"": 0.1057}, {""rank"": 4, ""label"": ""castle"", ""confidence"": 0.032}, {""rank"": 5, ""label"": ""barn"", ""confidence"": 0.0137}]",True
Places365_val_00007275.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007275.jpg,house,building,planetarium,0.1588,"[{""rank"": 1, ""label"": ""planetarium"", ""confidence"": 0.1588}, {""rank"": 2, ""label"": ""prison"", ""confidence"": 0.0779}, {""rank"": 3, ""label"": ""barn"", ""confidence"": 0.074}, {""rank"": 4, ""label"": ""beacon"", ""confidence"": 0.0632}, {""rank"": 5, ""label"": ""cinema"", ""confidence"": 0.0516}]",True
Places365_val_00007396.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007396.jpg,house,building,palace,0.1689,"[{""rank"": 1, ""label"": ""palace"", ""confidence"": 0.1689}, {""rank"": 2, ""label"": ""planetarium"", ""confidence"": 0.083}, {""rank"": 3, ""label"": ""mosque"", ""confidence"": 0.0716}, {""rank"": 4, ""label"": ""church"", ""confidence"": 0.0552}, {""rank"": 5, ""label"": ""dome"", ""confidence"": 0.0478}]",True
Places365_val_00007469.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007469.jpg,house,building,mobile home,0.774,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.774}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.1308}, {""rank"": 3, ""label"": ""barn"", ""confidence"": 0.0407}, {""rank"": 4, ""label"": ""boathouse"", ""confidence"": 0.0132}, {""rank"": 5, ""label"": ""picket fence"", ""confidence"": 0.0105}]",True
Places365_val_00008109.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008109.jpg,house,building,mobile home,0.8285,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.8285}, {""rank"": 2, ""label"": ""picket fence"", ""confidence"": 0.0448}, {""rank"": 3, ""label"": ""snowmobile"", ""confidence"": 0.0307}, {""rank"": 4, ""label"": ""recreational vehicle"", ""confidence"": 0.0104}, {""rank"": 5, ""label"": ""patio"", ""confidence"": 0.0092}]",True
Places365_val_00008266.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008266.jpg,skyscraper,building,church,0.3823,"[{""rank"": 1, ""label"": ""church"", ""confidence"": 0.3823}, {""rank"": 2, ""label"": ""obelisk"", ""confidence"": 0.1686}, {""rank"": 3, ""label"": ""tile roof"", ""confidence"": 0.0672}, {""rank"": 4, ""label"": ""bell cote"", ""confidence"": 0.0391}, {""rank"": 5, ""label"": ""flagpole"", ""confidence"": 0.0391}]",True
Places365_val_00008274.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008274.jpg,skyscraper,building,castle,0.186,"[{""rank"": 1, ""label"": ""castle"", ""confidence"": 0.186}, {""rank"": 2, ""label"": ""fountain"", ""confidence"": 0.1086}, {""rank"": 3, ""label"": ""palace"", ""confidence"": 0.0772}, {""rank"": 4, ""label"": ""drilling platform"", ""confidence"": 0.0742}, {""rank"": 5, ""label"": ""bell cote"", ""confidence"": 0.0581}]",True
Places365_val_00008327.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008327.jpg,house,building,monastery,0.3281,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.3281}, {""rank"": 2, ""label"": ""bell cote"", ""confidence"": 0.1083}, {""rank"": 3, ""label"": ""church"", ""confidence"": 0.0943}, {""rank"": 4, ""label"": ""boathouse"", ""confidence"": 0.0475}, {""rank"": 5, ""label"": ""patio"", ""confidence"": 0.0409}]",True
Places365_val_00008463.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008463.jpg,house,building,patio,0.7329,"[{""rank"": 1, ""label"": ""patio"", ""confidence"": 0.7329}, {""rank"": 2, ""label"": ""solar dish"", ""confidence"": 0.0443}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0325}, {""rank"": 4, ""label"": ""boathouse"", ""confidence"": 0.0202}, {""rank"": 5, ""label"": ""mobile home"", ""confidence"": 0.0153}]",True
Places365_val_00008588.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008588.jpg,skyscraper,building,ear,0.2417,"[{""rank"": 1, ""label"": ""ear"", ""confidence"": 0.2417}, {""rank"": 2, ""label"": ""palace"", ""confidence"": 0.1318}, {""rank"": 3, ""label"": ""seashore"", ""confidence"": 0.1299}, {""rank"": 4, ""label"": ""drilling platform"", ""confidence"": 0.0779}, {""rank"": 5, ""label"": ""aircraft carrier"", ""confidence"": 0.0745}]",True
Places365_val_00008882.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008882.jpg,house,building,patio,0.2989,"[{""rank"": 1, ""label"": ""patio"", ""confidence"": 0.2989}, {""rank"": 2, ""label"": ""thatch"", ""confidence"": 0.2656}, {""rank"": 3, ""label"": ""boathouse"", ""confidence"": 0.0873}, {""rank"": 4, ""label"": ""tile roof"", ""confidence"": 0.0625}, {""rank"": 5, ""label"": ""mobile home"", ""confidence"": 0.0427}]",True
Places365_val_00009085.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00009085.jpg,house,building,monastery,0.8086,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.8086}, {""rank"": 2, ""label"": ""mosque"", ""confidence"": 0.0526}, {""rank"": 3, ""label"": ""church"", ""confidence"": 0.0333}, {""rank"": 4, ""label"": ""palace"", ""confidence"": 0.0308}, {""rank"": 5, ""label"": ""mobile home"", ""confidence"": 0.0234}]",True
