image_name,image_path,true_scene_label,predicted_label,confidence,top5_predictions,semantically_aligned,thesis_class
Places365_val_00001520.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001520.jpg,forest-broadleaf,shower curtain,0.4039,"[{""rank"": 1, ""label"": ""shower curtain"", ""confidence"": 0.4039}, {""rank"": 2, ""label"": ""window shade"", ""confidence"": 0.2719}, {""rank"": 3, ""label"": ""sliding door"", ""confidence"": 0.0634}, {""rank"": 4, ""label"": ""mosquito net"", ""confidence"": 0.0426}, {""rank"": 5, ""label"": ""greenhouse"", ""confidence"": 0.0291}]",False,forest
Places365_val_00001544.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001544.jpg,downtown,lakeside,0.4862,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.4862}, {""rank"": 2, ""label"": ""monitor"", ""confidence"": 0.1727}, {""rank"": 3, ""label"": ""web site"", ""confidence"": 0.0609}, {""rank"": 4, ""label"": ""seashore"", ""confidence"": 0.0586}, {""rank"": 5, ""label"": ""scoreboard"", ""confidence"": 0.0309}]",False,building
Places365_val_00001746.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001746.jpg,downtown,freight car,0.1359,"[{""rank"": 1, ""label"": ""freight car"", ""confidence"": 0.1359}, {""rank"": 2, ""label"": ""garbage truck"", ""confidence"": 0.1135}, {""rank"": 3, ""label"": ""forklift"", ""confidence"": 0.1064}, {""rank"": 4, ""label"": ""snowplow"", ""confidence"": 0.0646}, {""rank"": 5, ""label"": ""tank"", ""confidence"": 0.0558}]",False,building
Places365_val_00001816.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001816.jpg,forest-broadleaf,park bench,0.3653,"[{""rank"": 1, ""label"": ""park bench"", ""confidence"": 0.3653}, {""rank"": 2, ""label"": ""barn"", ""confidence"": 0.1118}, {""rank"": 3, ""label"": ""lakeside"", ""confidence"": 0.1003}, {""rank"": 4, ""label"": ""car mirror"", ""confidence"": 0.034}, {""rank"": 5, ""label"": ""seashore"", ""confidence"": 0.0308}]",False,forest
Places365_val_00001890.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001890.jpg,skyscraper,liner,0.2364,"[{""rank"": 1, ""label"": ""liner"", ""confidence"": 0.2364}, {""rank"": 2, ""label"": ""paddlewheel"", ""confidence"": 0.2182}, {""rank"": 3, ""label"": ""dock"", ""confidence"": 0.1665}, {""rank"": 4, ""label"": ""pier"", ""confidence"": 0.1265}, {""rank"": 5, ""label"": ""fireboat"", ""confidence"": 0.0372}]",False,building
Places365_val_00001916.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00001916.jpg,mountain,sundial,0.1179,"[{""rank"": 1, ""label"": ""sundial"", ""confidence"": 0.1179}, {""rank"": 2, ""label"": ""maze"", ""confidence"": 0.1121}, {""rank"": 3, ""label"": ""patio"", ""confidence"": 0.0689}, {""rank"": 4, ""label"": ""worm fence"", ""confidence"": 0.0515}, {""rank"": 5, ""label"": ""chainlink fence"", ""confidence"": 0.0448}]",False,mountain
Places365_val_00002183.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002183.jpg,street,lakeside,0.3842,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.3842}, {""rank"": 2, ""label"": ""patio"", ""confidence"": 0.1073}, {""rank"": 3, ""label"": ""breakwater"", ""confidence"": 0.0602}, {""rank"": 4, ""label"": ""dock"", ""confidence"": 0.0577}, {""rank"": 5, ""label"": ""boathouse"", ""confidence"": 0.0423}]",False,street
Places365_val_00002435.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002435.jpg,forest-broadleaf,worm fence,0.1018,"[{""rank"": 1, ""label"": ""worm fence"", ""confidence"": 0.1018}, {""rank"": 2, ""label"": ""stone wall"", ""confidence"": 0.0869}, {""rank"": 3, ""label"": ""lakeside"", ""confidence"": 0.0618}, {""rank"": 4, ""label"": ""yurt"", ""confidence"": 0.0314}, {""rank"": 5, ""label"": ""park bench"", ""confidence"": 0.0289}]",False,forest
Places365_val_00002456.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002456.jpg,skyscraper,pier,0.2072,"[{""rank"": 1, ""label"": ""pier"", ""confidence"": 0.2072}, {""rank"": 2, ""label"": ""flagpole"", ""confidence"": 0.1328}, {""rank"": 3, ""label"": ""water tower"", ""confidence"": 0.1278}, {""rank"": 4, ""label"": ""suspension bridge"", ""confidence"": 0.0699}, {""rank"": 5, ""label"": ""pole"", ""confidence"": 0.068}]",False,building
Places365_val_00002467.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002467.jpg,alley,mobile home,0.2006,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.2006}, {""rank"": 2, ""label"": ""sliding door"", ""confidence"": 0.1691}, {""rank"": 3, ""label"": ""prison"", ""confidence"": 0.149}, {""rank"": 4, ""label"": ""boathouse"", ""confidence"": 0.0558}, {""rank"": 5, ""label"": ""patio"", ""confidence"": 0.0522}]",False,street
Places365_val_00002639.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002639.jpg,downtown,breakwater,0.0647,"[{""rank"": 1, ""label"": ""breakwater"", ""confidence"": 0.0647}, {""rank"": 2, ""label"": ""lakeside"", ""confidence"": 0.0638}, {""rank"": 3, ""label"": ""seashore"", ""confidence"": 0.0635}, {""rank"": 4, ""label"": ""fountain"", ""confidence"": 0.0484}, {""rank"": 5, ""label"": ""speedboat"", ""confidence"": 0.0328}]",False,building
Places365_val_00002777.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002777.jpg,downtown,steel arch bridge,0.2478,"[{""rank"": 1, ""label"": ""steel arch bridge"", ""confidence"": 0.2478}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.0504}, {""rank"": 3, ""label"": ""cab"", ""confidence"": 0.0498}, {""rank"": 4, ""label"": ""street sign"", ""confidence"": 0.0474}, {""rank"": 5, ""label"": ""traffic light"", ""confidence"": 0.0445}]",False,building
Places365_val_00002992.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002992.jpg,highway,trailer truck,0.2498,"[{""rank"": 1, ""label"": ""trailer truck"", ""confidence"": 0.2498}, {""rank"": 2, ""label"": ""traffic light"", ""confidence"": 0.2208}, {""rank"": 3, ""label"": ""garbage truck"", ""confidence"": 0.0705}, {""rank"": 4, ""label"": ""tow truck"", ""confidence"": 0.0356}, {""rank"": 5, ""label"": ""moving van"", ""confidence"": 0.0302}]",False,street
Places365_val_00003142.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003142.jpg,skyscraper,missile,0.224,"[{""rank"": 1, ""label"": ""missile"", ""confidence"": 0.224}, {""rank"": 2, ""label"": ""beacon"", ""confidence"": 0.1748}, {""rank"": 3, ""label"": ""projectile"", ""confidence"": 0.1216}, {""rank"": 4, ""label"": ""catamaran"", ""confidence"": 0.1073}, {""rank"": 5, ""label"": ""trimaran"", ""confidence"": 0.0683}]",False,building
Places365_val_00003330.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003330.jpg,alley,passenger car,0.4343,"[{""rank"": 1, ""label"": ""passenger car"", ""confidence"": 0.4343}, {""rank"": 2, ""label"": ""monastery"", ""confidence"": 0.0979}, {""rank"": 3, ""label"": ""mobile home"", ""confidence"": 0.0828}, {""rank"": 4, ""label"": ""patio"", ""confidence"": 0.0544}, {""rank"": 5, ""label"": ""prison"", ""confidence"": 0.0517}]",False,street
Places365_val_00003346.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003346.jpg,alley,dam,0.2882,"[{""rank"": 1, ""label"": ""dam"", ""confidence"": 0.2882}, {""rank"": 2, ""label"": ""suspension bridge"", ""confidence"": 0.1523}, {""rank"": 3, ""label"": ""bannister"", ""confidence"": 0.0769}, {""rank"": 4, ""label"": ""pier"", ""confidence"": 0.063}, {""rank"": 5, ""label"": ""beacon"", ""confidence"": 0.0388}]",False,street
Places365_val_00003452.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003452.jpg,highway,lakeside,0.1992,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.1992}, {""rank"": 2, ""label"": ""valley"", ""confidence"": 0.1437}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.1206}, {""rank"": 4, ""label"": ""volcano"", ""confidence"": 0.0352}, {""rank"": 5, ""label"": ""thatch"", ""confidence"": 0.034}]",False,street
Places365_val_00003466.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003466.jpg,alley,coil,0.1227,"[{""rank"": 1, ""label"": ""coil"", ""confidence"": 0.1227}, {""rank"": 2, ""label"": ""spotlight"", ""confidence"": 0.0481}, {""rank"": 3, ""label"": ""mosquito net"", ""confidence"": 0.0322}, {""rank"": 4, ""label"": ""fountain"", ""confidence"": 0.028}, {""rank"": 5, ""label"": ""candle"", ""confidence"": 0.0275}]",False,street
Places365_val_00003670.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003670.jpg,downtown,dogsled,0.0693,"[{""rank"": 1, ""label"": ""dogsled"", ""confidence"": 0.0693}, {""rank"": 2, ""label"": ""traffic light"", ""confidence"": 0.0467}, {""rank"": 3, ""label"": ""ski"", ""confidence"": 0.0397}, {""rank"": 4, ""label"": ""spotlight"", ""confidence"": 0.0323}, {""rank"": 5, ""label"": ""moped"", ""confidence"": 0.025}]",False,building
Places365_val_00003673.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003673.jpg,highway,trailer truck,0.3941,"[{""rank"": 1, ""label"": ""trailer truck"", ""confidence"": 0.3941}, {""rank"": 2, ""label"": ""breakwater"", ""confidence"": 0.0295}, {""rank"": 3, ""label"": ""mobile home"", ""confidence"": 0.0295}, {""rank"": 4, ""label"": ""wing"", ""confidence"": 0.0274}, {""rank"": 5, ""label"": ""sandbar"", ""confidence"": 0.0263}]",False,street
Places365_val_00003719.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003719.jpg,tower,drilling platform,0.2407,"[{""rank"": 1, ""label"": ""drilling platform"", ""confidence"": 0.2407}, {""rank"": 2, ""label"": ""missile"", ""confidence"": 0.1312}, {""rank"": 3, ""label"": ""container ship"", ""confidence"": 0.1246}, {""rank"": 4, ""label"": ""crane"", ""confidence"": 0.0759}, {""rank"": 5, ""label"": ""projectile"", ""confidence"": 0.0733}]",False,building
Places365_val_00003735.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003735.jpg,tower,tripod,0.2276,"[{""rank"": 1, ""label"": ""tripod"", ""confidence"": 0.2276}, {""rank"": 2, ""label"": ""projectile"", ""confidence"": 0.2155}, {""rank"": 3, ""label"": ""missile"", ""confidence"": 0.2018}, {""rank"": 4, ""label"": ""binoculars"", ""confidence"": 0.0971}, {""rank"": 5, ""label"": ""flagpole"", ""confidence"": 0.0741}]",False,building
Places365_val_00003829.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003829.jpg,rainforest,maze,0.0969,"[{""rank"": 1, ""label"": ""maze"", ""confidence"": 0.0969}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.0928}, {""rank"": 3, ""label"": ""stone wall"", ""confidence"": 0.0824}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.073}, {""rank"": 5, ""label"": ""park bench"", ""confidence"": 0.0482}]",False,forest
Places365_val_00003876.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003876.jpg,skyscraper,drilling platform,0.378,"[{""rank"": 1, ""label"": ""drilling platform"", ""confidence"": 0.378}, {""rank"": 2, ""label"": ""fireboat"", ""confidence"": 0.147}, {""rank"": 3, ""label"": ""schooner"", ""confidence"": 0.1276}, {""rank"": 4, ""label"": ""aircraft carrier"", ""confidence"": 0.0662}, {""rank"": 5, ""label"": ""catamaran"", ""confidence"": 0.0582}]",False,building
Places365_val_00003938.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003938.jpg,rainforest,lakeside,0.3574,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.3574}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.1271}, {""rank"": 3, ""label"": ""geyser"", ""confidence"": 0.1193}, {""rank"": 4, ""label"": ""sandbar"", ""confidence"": 0.0394}, {""rank"": 5, ""label"": ""seashore"", ""confidence"": 0.037}]",False,forest
Places365_val_00004044.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004044.jpg,rainforest,worm fence,0.2998,"[{""rank"": 1, ""label"": ""worm fence"", ""confidence"": 0.2998}, {""rank"": 2, ""label"": ""maze"", ""confidence"": 0.1257}, {""rank"": 3, ""label"": ""park bench"", ""confidence"": 0.0867}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0607}, {""rank"": 5, ""label"": ""stone wall"", ""confidence"": 0.0357}]",False,forest
Places365_val_00004131.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004131.jpg,highway,street sign,0.3965,"[{""rank"": 1, ""label"": ""street sign"", ""confidence"": 0.3965}, {""rank"": 2, ""label"": ""traffic light"", ""confidence"": 0.1957}, {""rank"": 3, ""label"": ""trailer truck"", ""confidence"": 0.0292}, {""rank"": 4, ""label"": ""alp"", ""confidence"": 0.0289}, {""rank"": 5, ""label"": ""moving van"", ""confidence"": 0.0253}]",False,street
Places365_val_00004174.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004174.jpg,street,hoopskirt,0.1429,"[{""rank"": 1, ""label"": ""hoopskirt"", ""confidence"": 0.1429}, {""rank"": 2, ""label"": ""groom"", ""confidence"": 0.0973}, {""rank"": 3, ""label"": ""plastic bag"", ""confidence"": 0.0968}, {""rank"": 4, ""label"": ""solar dish"", ""confidence"": 0.085}, {""rank"": 5, ""label"": ""maypole"", ""confidence"": 0.0744}]",False,street
Places365_val_00004280.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004280.jpg,rainforest,toy terrier,0.3128,"[{""rank"": 1, ""label"": ""toy terrier"", ""confidence"": 0.3128}, {""rank"": 2, ""label"": ""EntleBucher"", ""confidence"": 0.2334}, {""rank"": 3, ""label"": ""Walker hound"", ""confidence"": 0.079}, {""rank"": 4, ""label"": ""Appenzeller"", ""confidence"": 0.0603}, {""rank"": 5, ""label"": ""kelpie"", ""confidence"": 0.0405}]",False,forest
Places365_val_00004285.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004285.jpg,highway,street sign,0.8521,"[{""rank"": 1, ""label"": ""street sign"", ""confidence"": 0.8521}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.0658}, {""rank"": 3, ""label"": ""traffic light"", ""confidence"": 0.006}, {""rank"": 4, ""label"": ""steel arch bridge"", ""confidence"": 0.0058}, {""rank"": 5, ""label"": ""cinema"", ""confidence"": 0.0044}]",False,street
Places365_val_00004289.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004289.jpg,street,library,0.1571,"[{""rank"": 1, ""label"": ""library"", ""confidence"": 0.1571}, {""rank"": 2, ""label"": ""vault"", ""confidence"": 0.0807}, {""rank"": 3, ""label"": ""bookshop"", ""confidence"": 0.0631}, {""rank"": 4, ""label"": ""prison"", ""confidence"": 0.0563}, {""rank"": 5, ""label"": ""turnstile"", ""confidence"": 0.0455}]",False,street
Places365_val_00004355.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004355.jpg,ocean,killer whale,0.5167,"[{""rank"": 1, ""label"": ""killer whale"", ""confidence"": 0.5167}, {""rank"": 2, ""label"": ""grey whale"", ""confidence"": 0.1878}, {""rank"": 3, ""label"": ""great white shark"", ""confidence"": 0.1282}, {""rank"": 4, ""label"": ""American coot"", ""confidence"": 0.0213}, {""rank"": 5, ""label"": ""hammerhead"", ""confidence"": 0.0178}]",False,water
Places365_val_00004391.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004391.jpg,alley,prison,0.2477,"[{""rank"": 1, ""label"": ""prison"", ""confidence"": 0.2477}, {""rank"": 2, ""label"": ""patio"", ""confidence"": 0.1459}, {""rank"": 3, ""label"": ""sliding door"", ""confidence"": 0.0398}, {""rank"": 4, ""label"": ""bannister"", ""confidence"": 0.0252}, {""rank"": 5, ""label"": ""window screen"", ""confidence"": 0.018}]",False,street
Places365_val_00004585.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004585.jpg,highway,passenger car,0.0969,"[{""rank"": 1, ""label"": ""passenger car"", ""confidence"": 0.0969}, {""rank"": 2, ""label"": ""freight car"", ""confidence"": 0.0504}, {""rank"": 3, ""label"": ""tow truck"", ""confidence"": 0.0472}, {""rank"": 4, ""label"": ""electric locomotive"", ""confidence"": 0.0389}, {""rank"": 5, ""label"": ""trailer truck"", ""confidence"": 0.0359}]",False,street
Places365_val_00004595.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004595.jpg,tower,harp,0.1541,"[{""rank"": 1, ""label"": ""harp"", ""confidence"": 0.1541}, {""rank"": 2, ""label"": ""suspension bridge"", ""confidence"": 0.0946}, {""rank"": 3, ""label"": ""crane"", ""confidence"": 0.062}, {""rank"": 4, ""label"": ""pier"", ""confidence"": 0.0509}, {""rank"": 5, ""label"": ""guillotine"", ""confidence"": 0.0449}]",False,building
Places365_val_00004605.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004605.jpg,street,palace,0.3356,"[{""rank"": 1, ""label"": ""palace"", ""confidence"": 0.3356}, {""rank"": 2, ""label"": ""prison"", ""confidence"": 0.1799}, {""rank"": 3, ""label"": ""castle"", ""confidence"": 0.1277}, {""rank"": 4, ""label"": ""bell cote"", ""confidence"": 0.048}, {""rank"": 5, ""label"": ""monastery"", ""confidence"": 0.0421}]",False,street
Places365_val_00004609.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004609.jpg,forest-broadleaf,lakeside,0.0649,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.0649}, {""rank"": 2, ""label"": ""park bench"", ""confidence"": 0.0645}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0443}, {""rank"": 4, ""label"": ""gazelle"", ""confidence"": 0.0335}, {""rank"": 5, ""label"": ""tusker"", ""confidence"": 0.0288}]",False,forest
Places365_val_00004708.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004708.jpg,hotel-outdoor,horse cart,0.1368,"[{""rank"": 1, ""label"": ""horse cart"", ""confidence"": 0.1368}, {""rank"": 2, ""label"": ""bearskin"", ""confidence"": 0.1072}, {""rank"": 3, ""label"": ""streetcar"", ""confidence"": 0.0386}, {""rank"": 4, ""label"": ""jinrikisha"", ""confidence"": 0.0366}, {""rank"": 5, ""label"": ""horizontal bar"", ""confidence"": 0.0347}]",False,building
Places365_val_00004779.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004779.jpg,river,viaduct,0.377,"[{""rank"": 1, ""label"": ""viaduct"", ""confidence"": 0.377}, {""rank"": 2, ""label"": ""dam"", ""confidence"": 0.3417}, {""rank"": 3, ""label"": ""steam locomotive"", ""confidence"": 0.0802}, {""rank"": 4, ""label"": ""freight car"", ""confidence"": 0.027}, {""rank"": 5, ""label"": ""snowplow"", ""confidence"": 0.0176}]",False,water
Places365_val_00005255.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005255.jpg,downtown,drilling platform,0.554,"[{""rank"": 1, ""label"": ""drilling platform"", ""confidence"": 0.554}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.1408}, {""rank"": 3, ""label"": ""dock"", ""confidence"": 0.1185}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0951}, {""rank"": 5, ""label"": ""seashore"", ""confidence"": 0.0177}]",False,building
Places365_val_00005444.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005444.jpg,rainforest,buckeye,0.1613,"[{""rank"": 1, ""label"": ""buckeye"", ""confidence"": 0.1613}, {""rank"": 2, ""label"": ""pot"", ""confidence"": 0.1074}, {""rank"": 3, ""label"": ""cardoon"", ""confidence"": 0.0548}, {""rank"": 4, ""label"": ""ear"", ""confidence"": 0.0495}, {""rank"": 5, ""label"": ""walking stick"", ""confidence"": 0.0486}]",False,forest
