image_name,image_path,true_scene_label,thesis_class,predicted_label,confidence,top5_predictions,semantically_aligned
Places365_val_00025970.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00025970.jpg,house,building,snowplow,0.2353,"[{""rank"": 1, ""label"": ""snowplow"", ""confidence"": 0.2353}, {""rank"": 2, ""label"": ""gas pump"", ""confidence"": 0.1032}, {""rank"": 3, ""label"": ""streetcar"", ""confidence"": 0.0734}, {""rank"": 4, ""label"": ""apiary"", ""confidence"": 0.0571}, {""rank"": 5, ""label"": ""trolleybus"", ""confidence"": 0.0536}]",False
Places365_val_00027163.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00027163.jpg,skyscraper,building,seashore,0.2005,"[{""rank"": 1, ""label"": ""seashore"", ""confidence"": 0.2005}, {""rank"": 2, ""label"": ""bell cote"", ""confidence"": 0.1009}, {""rank"": 3, ""label"": ""promontory"", ""confidence"": 0.0938}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0887}, {""rank"": 5, ""label"": ""airship"", ""confidence"": 0.0434}]",False
Places365_val_00028156.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00028156.jpg,skyscraper,building,folding chair,0.5648,"[{""rank"": 1, ""label"": ""folding chair"", ""confidence"": 0.5648}, {""rank"": 2, ""label"": ""rocking chair"", ""confidence"": 0.2113}, {""rank"": 3, ""label"": ""park bench"", ""confidence"": 0.0582}, {""rank"": 4, ""label"": ""bannister"", ""confidence"": 0.0295}, {""rank"": 5, ""label"": ""solar dish"", ""confidence"": 0.0208}]",False
Places365_val_00028253.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00028253.jpg,skyscraper,building,airship,0.2822,"[{""rank"": 1, ""label"": ""airship"", ""confidence"": 0.2822}, {""rank"": 2, ""label"": ""drilling platform"", ""confidence"": 0.1631}, {""rank"": 3, ""label"": ""aircraft carrier"", ""confidence"": 0.1443}, {""rank"": 4, ""label"": ""submarine"", ""confidence"": 0.0621}, {""rank"": 5, ""label"": ""steel arch bridge"", ""confidence"": 0.027}]",False
Places365_val_00029193.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00029193.jpg,skyscraper,building,space heater,0.345,"[{""rank"": 1, ""label"": ""space heater"", ""confidence"": 0.345}, {""rank"": 2, ""label"": ""radiator"", ""confidence"": 0.214}, {""rank"": 3, ""label"": ""turnstile"", ""confidence"": 0.1135}, {""rank"": 4, ""label"": ""fire screen"", ""confidence"": 0.0447}, {""rank"": 5, ""label"": ""ashcan"", ""confidence"": 0.0252}]",False
Places365_val_00029489.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00029489.jpg,house,building,mobile home,0.3623,"[{""rank"": 1, ""label"": ""mobile home"", ""confidence"": 0.3623}, {""rank"": 2, ""label"": ""limousine"", ""confidence"": 0.1467}, {""rank"": 3, ""label"": ""moving van"", ""confidence"": 0.0732}, {""rank"": 4, ""label"": ""convertible"", ""confidence"": 0.0247}, {""rank"": 5, ""label"": ""minivan"", ""confidence"": 0.0212}]",False
Places365_val_00033695.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00033695.jpg,skyscraper,building,cab,0.3762,"[{""rank"": 1, ""label"": ""cab"", ""confidence"": 0.3762}, {""rank"": 2, ""label"": ""beach wagon"", ""confidence"": 0.143}, {""rank"": 3, ""label"": ""sports car"", ""confidence"": 0.0526}, {""rank"": 4, ""label"": ""minivan"", ""confidence"": 0.0524}, {""rank"": 5, ""label"": ""convertible"", ""confidence"": 0.0426}]",False
Places365_val_00033834.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00033834.jpg,skyscraper,building,hamper,0.2575,"[{""rank"": 1, ""label"": ""hamper"", ""confidence"": 0.2575}, {""rank"": 2, ""label"": ""shopping basket"", ""confidence"": 0.1344}, {""rank"": 3, ""label"": ""suspension bridge"", ""confidence"": 0.0244}, {""rank"": 4, ""label"": ""wool"", ""confidence"": 0.0235}, {""rank"": 5, ""label"": ""solar dish"", ""confidence"": 0.0231}]",False
Places365_val_00035371.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00035371.jpg,skyscraper,building,airship,0.3215,"[{""rank"": 1, ""label"": ""airship"", ""confidence"": 0.3215}, {""rank"": 2, ""label"": ""parachute"", ""confidence"": 0.1321}, {""rank"": 3, ""label"": ""balloon"", ""confidence"": 0.0743}, {""rank"": 4, ""label"": ""volcano"", ""confidence"": 0.0587}, {""rank"": 5, ""label"": ""seashore"", ""confidence"": 0.0308}]",False
Places365_val_00035687.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00035687.jpg,skyscraper,building,solar dish,0.9592,"[{""rank"": 1, ""label"": ""solar dish"", ""confidence"": 0.9592}, {""rank"": 2, ""label"": ""scoreboard"", ""confidence"": 0.0072}, {""rank"": 3, ""label"": ""flagpole"", ""confidence"": 0.0061}, {""rank"": 4, ""label"": ""container ship"", ""confidence"": 0.0048}, {""rank"": 5, ""label"": ""street sign"", ""confidence"": 0.0042}]",False
Places365_val_00035841.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00035841.jpg,skyscraper,building,submarine,0.0989,"[{""rank"": 1, ""label"": ""submarine"", ""confidence"": 0.0989}, {""rank"": 2, ""label"": ""dock"", ""confidence"": 0.0699}, {""rank"": 3, ""label"": ""breakwater"", ""confidence"": 0.0585}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.0563}, {""rank"": 5, ""label"": ""airship"", ""confidence"": 0.0508}]",False
Places365_val_00002186.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00002186.jpg,rainforest,forest,rapeseed,0.1668,"[{""rank"": 1, ""label"": ""rapeseed"", ""confidence"": 0.1668}, {""rank"": 2, ""label"": ""yellow lady's slipper"", ""confidence"": 0.0712}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0603}, {""rank"": 4, ""label"": ""pot"", ""confidence"": 0.0457}, {""rank"": 5, ""label"": ""jigsaw puzzle"", ""confidence"": 0.0447}]",False
Places365_val_00003055.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00003055.jpg,rainforest,forest,pot,0.4269,"[{""rank"": 1, ""label"": ""pot"", ""confidence"": 0.4269}, {""rank"": 2, ""label"": ""lorikeet"", ""confidence"": 0.1276}, {""rank"": 3, ""label"": ""greenhouse"", ""confidence"": 0.0649}, {""rank"": 4, ""label"": ""strawberry"", ""confidence"": 0.0521}, {""rank"": 5, ""label"": ""hip"", ""confidence"": 0.0469}]",False
Places365_val_00004044.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004044.jpg,rainforest,forest,lakeside,0.1273,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.1273}, {""rank"": 2, ""label"": ""worm fence"", ""confidence"": 0.0667}, {""rank"": 3, ""label"": ""park bench"", ""confidence"": 0.0663}, {""rank"": 4, ""label"": ""patio"", ""confidence"": 0.0581}, {""rank"": 5, ""label"": ""malamute"", ""confidence"": 0.0388}]",False
Places365_val_00004280.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00004280.jpg,rainforest,forest,Madagascar cat,0.3195,"[{""rank"": 1, ""label"": ""Madagascar cat"", ""confidence"": 0.3195}, {""rank"": 2, ""label"": ""Chihuahua"", ""confidence"": 0.0802}, {""rank"": 3, ""label"": ""indri"", ""confidence"": 0.0662}, {""rank"": 4, ""label"": ""toy terrier"", ""confidence"": 0.0537}, {""rank"": 5, ""label"": ""jaguar"", ""confidence"": 0.0428}]",False
Places365_val_00005444.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005444.jpg,rainforest,forest,buckeye,0.4022,"[{""rank"": 1, ""label"": ""buckeye"", ""confidence"": 0.4022}, {""rank"": 2, ""label"": ""ear"", ""confidence"": 0.2188}, {""rank"": 3, ""label"": ""zucchini"", ""confidence"": 0.0423}, {""rank"": 4, ""label"": ""corn"", ""confidence"": 0.035}, {""rank"": 5, ""label"": ""cucumber"", ""confidence"": 0.0326}]",False
Places365_val_00005534.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005534.jpg,rainforest,forest,patio,0.3074,"[{""rank"": 1, ""label"": ""patio"", ""confidence"": 0.3074}, {""rank"": 2, ""label"": ""pot"", ""confidence"": 0.278}, {""rank"": 3, ""label"": ""thatch"", ""confidence"": 0.0922}, {""rank"": 4, ""label"": ""greenhouse"", ""confidence"": 0.0426}, {""rank"": 5, ""label"": ""boathouse"", ""confidence"": 0.0182}]",False
Places365_val_00005542.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005542.jpg,rainforest,forest,harvester,0.0779,"[{""rank"": 1, ""label"": ""harvester"", ""confidence"": 0.0779}, {""rank"": 2, ""label"": ""lumbermill"", ""confidence"": 0.0741}, {""rank"": 3, ""label"": ""tractor"", ""confidence"": 0.0717}, {""rank"": 4, ""label"": ""worm fence"", ""confidence"": 0.0627}, {""rank"": 5, ""label"": ""thresher"", ""confidence"": 0.0501}]",False
Places365_val_00006239.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006239.jpg,rainforest,forest,broccoli,0.044,"[{""rank"": 1, ""label"": ""broccoli"", ""confidence"": 0.044}, {""rank"": 2, ""label"": ""common newt"", ""confidence"": 0.026}, {""rank"": 3, ""label"": ""dung beetle"", ""confidence"": 0.026}, {""rank"": 4, ""label"": ""tailed frog"", ""confidence"": 0.0199}, {""rank"": 5, ""label"": ""European fire salamander"", ""confidence"": 0.0194}]",False
Places365_val_00006338.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006338.jpg,rainforest,forest,jeep,0.3945,"[{""rank"": 1, ""label"": ""jeep"", ""confidence"": 0.3945}, {""rank"": 2, ""label"": ""police van"", ""confidence"": 0.3177}, {""rank"": 3, ""label"": ""minibus"", ""confidence"": 0.1307}, {""rank"": 4, ""label"": ""ambulance"", ""confidence"": 0.0469}, {""rank"": 5, ""label"": ""garbage truck"", ""confidence"": 0.022}]",False
Places365_val_00007903.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007903.jpg,rainforest,forest,park bench,0.2047,"[{""rank"": 1, ""label"": ""park bench"", ""confidence"": 0.2047}, {""rank"": 2, ""label"": ""viaduct"", ""confidence"": 0.1295}, {""rank"": 3, ""label"": ""megalith"", ""confidence"": 0.1198}, {""rank"": 4, ""label"": ""worm fence"", ""confidence"": 0.0866}, {""rank"": 5, ""label"": ""stone wall"", ""confidence"": 0.0373}]",False
Places365_val_00010582.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00010582.jpg,rainforest,forest,zebra,0.404,"[{""rank"": 1, ""label"": ""zebra"", ""confidence"": 0.404}, {""rank"": 2, ""label"": ""skunk"", ""confidence"": 0.1293}, {""rank"": 3, ""label"": ""Madagascar cat"", ""confidence"": 0.0574}, {""rank"": 4, ""label"": ""tiger"", ""confidence"": 0.0269}, {""rank"": 5, ""label"": ""echidna"", ""confidence"": 0.0212}]",False
Places365_val_00010680.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00010680.jpg,rainforest,forest,cloak,0.205,"[{""rank"": 1, ""label"": ""cloak"", ""confidence"": 0.205}, {""rank"": 2, ""label"": ""mountain tent"", ""confidence"": 0.1481}, {""rank"": 3, ""label"": ""alp"", ""confidence"": 0.0501}, {""rank"": 4, ""label"": ""suspension bridge"", ""confidence"": 0.0392}, {""rank"": 5, ""label"": ""snowmobile"", ""confidence"": 0.0382}]",False
Places365_val_00012510.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00012510.jpg,rainforest,forest,suspension bridge,0.898,"[{""rank"": 1, ""label"": ""suspension bridge"", ""confidence"": 0.898}, {""rank"": 2, ""label"": ""steel arch bridge"", ""confidence"": 0.0351}, {""rank"": 3, ""label"": ""dam"", ""confidence"": 0.0312}, {""rank"": 4, ""label"": ""crane"", ""confidence"": 0.0047}, {""rank"": 5, ""label"": ""radio telescope"", ""confidence"": 0.0044}]",False
Places365_val_00012817.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00012817.jpg,rainforest,forest,worm fence,0.0636,"[{""rank"": 1, ""label"": ""worm fence"", ""confidence"": 0.0636}, {""rank"": 2, ""label"": ""mountain bike"", ""confidence"": 0.0541}, {""rank"": 3, ""label"": ""stone wall"", ""confidence"": 0.042}, {""rank"": 4, ""label"": ""viaduct"", ""confidence"": 0.0343}, {""rank"": 5, ""label"": ""suspension bridge"", ""confidence"": 0.0279}]",False
Places365_val_00013170.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00013170.jpg,rainforest,forest,sulphur butterfly,0.2948,"[{""rank"": 1, ""label"": ""sulphur butterfly"", ""confidence"": 0.2948}, {""rank"": 2, ""label"": ""yellow lady's slipper"", ""confidence"": 0.2096}, {""rank"": 3, ""label"": ""fig"", ""confidence"": 0.1014}, {""rank"": 4, ""label"": ""hip"", ""confidence"": 0.0937}, {""rank"": 5, ""label"": ""mantis"", ""confidence"": 0.043}]",False
Places365_val_00014485.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00014485.jpg,rainforest,forest,cloak,0.2128,"[{""rank"": 1, ""label"": ""cloak"", ""confidence"": 0.2128}, {""rank"": 2, ""label"": ""tusker"", ""confidence"": 0.1229}, {""rank"": 3, ""label"": ""Indian elephant"", ""confidence"": 0.0828}, {""rank"": 4, ""label"": ""mosquito net"", ""confidence"": 0.08}, {""rank"": 5, ""label"": ""baboon"", ""confidence"": 0.0317}]",False
Places365_val_00016634.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00016634.jpg,rainforest,forest,howler monkey,0.1111,"[{""rank"": 1, ""label"": ""howler monkey"", ""confidence"": 0.1111}, {""rank"": 2, ""label"": ""limpkin"", ""confidence"": 0.0836}, {""rank"": 3, ""label"": ""peacock"", ""confidence"": 0.0598}, {""rank"": 4, ""label"": ""greenhouse"", ""confidence"": 0.0518}, {""rank"": 5, ""label"": ""coucal"", ""confidence"": 0.043}]",False
Places365_val_00017144.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00017144.jpg,rainforest,forest,worm fence,0.2512,"[{""rank"": 1, ""label"": ""worm fence"", ""confidence"": 0.2512}, {""rank"": 2, ""label"": ""mountain bike"", ""confidence"": 0.2275}, {""rank"": 3, ""label"": ""mountain tent"", ""confidence"": 0.0612}, {""rank"": 4, ""label"": ""stone wall"", ""confidence"": 0.0414}, {""rank"": 5, ""label"": ""lakeside"", ""confidence"": 0.0342}]",False
Places365_val_00017243.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00017243.jpg,rainforest,forest,three-toed sloth,0.3094,"[{""rank"": 1, ""label"": ""three-toed sloth"", ""confidence"": 0.3094}, {""rank"": 2, ""label"": ""howler monkey"", ""confidence"": 0.135}, {""rank"": 3, ""label"": ""indri"", ""confidence"": 0.1181}, {""rank"": 4, ""label"": ""toucan"", ""confidence"": 0.1181}, {""rank"": 5, ""label"": ""proboscis monkey"", ""confidence"": 0.0792}]",False
Places365_val_00017246.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00017246.jpg,rainforest,forest,restaurant,0.0822,"[{""rank"": 1, ""label"": ""restaurant"", ""confidence"": 0.0822}, {""rank"": 2, ""label"": ""jigsaw puzzle"", ""confidence"": 0.0585}, {""rank"": 3, ""label"": ""pot"", ""confidence"": 0.0427}, {""rank"": 4, ""label"": ""Christmas stocking"", ""confidence"": 0.0422}, {""rank"": 5, ""label"": ""dining table"", ""confidence"": 0.0255}]",False
Places365_val_00017910.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00017910.jpg,rainforest,forest,hartebeest,0.3121,"[{""rank"": 1, ""label"": ""hartebeest"", ""confidence"": 0.3121}, {""rank"": 2, ""label"": ""plow"", ""confidence"": 0.1588}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.1024}, {""rank"": 4, ""label"": ""lumbermill"", ""confidence"": 0.0621}, {""rank"": 5, ""label"": ""oxcart"", ""confidence"": 0.0377}]",False
Places365_val_00018285.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00018285.jpg,rainforest,forest,lakeside,0.0855,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.0855}, {""rank"": 2, ""label"": ""apiary"", ""confidence"": 0.0787}, {""rank"": 3, ""label"": ""peacock"", ""confidence"": 0.0415}, {""rank"": 4, ""label"": ""bighorn"", ""confidence"": 0.0348}, {""rank"": 5, ""label"": ""goose"", ""confidence"": 0.0275}]",False
Places365_val_00018717.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00018717.jpg,rainforest,forest,cloak,0.0777,"[{""rank"": 1, ""label"": ""cloak"", ""confidence"": 0.0777}, {""rank"": 2, ""label"": ""tusker"", ""confidence"": 0.0765}, {""rank"": 3, ""label"": ""American black bear"", ""confidence"": 0.0532}, {""rank"": 4, ""label"": ""worm fence"", ""confidence"": 0.0383}, {""rank"": 5, ""label"": ""wild boar"", ""confidence"": 0.0284}]",False
Places365_val_00020618.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00020618.jpg,rainforest,forest,suspension bridge,0.9712,"[{""rank"": 1, ""label"": ""suspension bridge"", ""confidence"": 0.9712}, {""rank"": 2, ""label"": ""stupa"", ""confidence"": 0.0158}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0042}, {""rank"": 4, ""label"": ""bannister"", ""confidence"": 0.0011}, {""rank"": 5, ""label"": ""pier"", ""confidence"": 0.0009}]",False
